ENTREZID,ENSEMBL,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
4884,ENSG00000171246,NPTX1,neuronal pentraxin 1,-1.435567539,4.961991672,-11.79501973,9.23E-05,0.002194193,1.702390229
1292,ENSG00000142173,COL6A2,collagen type VI alpha 2 chain,2.051461503,4.927086021,11.79109874,9.24E-05,0.002194193,1.723615251
10892,ENSG00000172175,MALT1,MALT1 paracaspase,-0.956646607,4.127618058,-11.78996993,9.25E-05,0.002194193,1.793378155
83595,ENSG00000171056,SOX7,SRY-box transcription factor 7,-1.669214035,2.231369049,-11.78913886,9.25E-05,0.002194193,2.136746776
10690,ENSG00000172461,FUT9,fucosyltransferase 9,-2.734208331,3.848946878,-11.78581394,9.26E-05,0.002195282,1.917710552
9220,NA,NA,NA,-4.487134348,-2.977295663,-11.77334406,9.31E-05,0.002204439,2.055426772
8614,ENSG00000113739,STC2,stanniocalcin 2,0.837865772,8.777410093,11.7712003,9.32E-05,0.002204496,1.516934602
401320,NA,GARS1-DT,GARS1 divergent transcript,-1.686648323,2.401735942,-11.76907347,9.32E-05,0.00220454,2.101137242
466,ENSG00000123268,ATF1,activating transcription factor 1,-0.89230582,4.822401299,-11.76203735,9.35E-05,0.002207562,1.690005404
26100,ENSG00000157954,WIPI2,"WD repeat domain, phosphoinositide interacting 2",0.546625199,6.538527801,11.74783168,9.35E-05,0.002207562,1.556803824
9240,ENSG00000176903,PNMA1,PNMA family member 1,0.651676798,5.863294935,11.7503704,9.39E-05,0.002215615,1.591928714
161882,ENSG00000179588,ZFPM1,"zinc finger protein, FOG family member 1",1.383470654,4.409689614,11.74128615,9.43E-05,0.002219563,1.742637172
13,ENSG00000114771,AADAC,arylacetamide deacetylase,-1.423472277,3.301293782,-11.73826953,9.44E-05,0.002219563,1.918520191
79041,ENSG00000072954,TMEM38A,transmembrane protein 38A,1.103594486,4.068107939,11.73806931,9.44E-05,0.002219563,1.780894958
80198,ENSG00000172732,MUS81,MUS81 structure-specific endonuclease subunit,0.706874685,5.580043197,11.73768574,9.44E-05,0.002219563,1.606468933
10587,ENSG00000184470,TXNRD2,thioredoxin reductase 2,1.820191589,4.910975428,11.73481275,9.45E-05,0.002220291,1.690711205
55198,ENSG00000136044,APPL2,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2",-1.444934295,4.992670802,-11.72731297,9.48E-05,0.002225159,1.667476732
64855,ENSG00000136830,NIBAN2,niban apoptosis regulator 2,1.086225631,9.099802255,11.72084539,9.51E-05,0.002229078,1.490844872
2039,ENSG00000158856,DMTN,dematin actin binding protein,1.048434467,5.303720908,11.71786281,9.52E-05,0.002229078,1.623854486
7533,ENSG00000128245,YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta,-0.679094808,5.485231408,-11.71679028,9.52E-05,0.002229078,1.603823554
9241,ENSG00000183691,NOG,noggin,2.201649563,2.909297123,11.70753247,9.56E-05,0.002235564,2.010228348
3693,ENSG00000082781,ITGB5,integrin subunit beta 5,0.697908465,8.692911478,11.70471069,9.57E-05,0.002236266,1.485967078
121643,ENSG00000139445,FOXN4,forkhead box N4,-1.647413179,1.382346125,-11.70103591,9.58E-05,0.002236399,2.21344924
55728,ENSG00000078177,N4BP2,NEDD4 binding protein 2,-1.67848967,4.598090791,-11.69958629,9.59E-05,0.002236399,1.709099484
64132,ENSG00000015532,XYLT2,xylosyltransferase 2,0.925859505,5.379258371,11.69844698,9.59E-05,0.002236399,1.606339033
6483,ENSG00000157350,ST3GAL2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",0.775976362,4.468190954,11.69592822,9.60E-05,0.002236836,1.6984342
339344,ENSG00000176182,MYPOP,"Myb related transcription factor, partner of profilin",0.937769017,3.905634273,11.69338799,9.61E-05,0.002237294,1.780180458
4174,ENSG00000100297,MCM5,minichromosome maintenance complex component 5,-1.170845844,4.247735015,-11.67150325,9.70E-05,0.00225127,1.726402795
2549,ENSG00000109458,GAB1,GRB2 associated binding protein 1,-0.767905857,3.771618998,-11.67056458,9.70E-05,0.00225127,1.787131243
10626,ENSG00000221926,TRIM16,tripartite motif containing 16,0.48031199,7.573791213,11.52680634,9.70E-05,0.00225127,1.46382767
2138,ENSG00000104313,EYA1,EYA transcriptional coactivator and phosphatase 1,-2.690718172,-0.246819638,-11.66922637,9.71E-05,0.00225127,2.25779954
10464,ENSG00000083535,PIBF1,progesterone immunomodulatory binding factor 1,-1.374700193,3.149350847,-11.66784368,9.71E-05,0.00225127,1.910839175
23207,ENSG00000116786,PLEKHM2,pleckstrin homology and RUN domain containing M2,0.475106989,5.964181176,11.39195807,9.73E-05,0.002252562,1.507243006
2012,ENSG00000134531,EMP1,epithelial membrane protein 1,-0.498808715,6.042347295,-11.47608069,9.73E-05,0.002252562,1.513620773
9849,ENSG00000177853,ZNF518A,zinc finger protein 518A,-1.70594268,5.025095168,-11.65999382,9.74E-05,0.002252911,1.639567036
6404,ENSG00000110876,SELPLG,selectin P ligand,3.312149473,-0.159439187,11.65215004,9.77E-05,0.00225669,2.251433057
54854,ENSG00000105523,FAM83E,family with sequence similarity 83 member E,0.851713225,4.998864207,11.65183199,9.78E-05,0.00225669,1.618304431
113189,ENSG00000169105,CHST14,carbohydrate sulfotransferase 14,1.590646686,3.438609095,11.64424881,9.81E-05,0.002260854,1.856949583
29028,ENSG00000156802,ATAD2,ATPase family AAA domain containing 2,-0.882945248,5.981832708,-11.64326736,9.81E-05,0.002260854,1.535095302
93099,ENSG00000161249,DMKN,dermokine,1.362377376,6.559255473,11.6322842,9.85E-05,0.002269099,1.503198959
387893,ENSG00000183955,KMT5A,lysine methyltransferase 5A,-0.780204505,5.059022417,-11.6169227,9.91E-05,0.002281435,1.595080247
79170,ENSG00000167183,PRR15L,proline rich 15 like,-1.500210311,2.88380371,-11.61292774,9.93E-05,0.002282749,1.938187741
8678,ENSG00000126581,BECN1,beclin 1,0.485713129,5.070982749,11.25787905,9.94E-05,0.002282749,1.540968025
79751,ENSG00000177542,SLC25A22,solute carrier family 25 member 22,0.748039396,5.098917869,11.60606193,9.96E-05,0.002285964,1.585322396
79925,ENSG00000152582,SPEF2,sperm flagellar 2,-3.10563258,0.792286095,-11.60174523,9.98E-05,0.002288073,2.237334662
57579,ENSG00000082269,FAM135A,family with sequence similarity 135 member A,-1.139011894,3.870473503,-11.59853272,9.99E-05,0.002288073,1.747481685
8570,ENSG00000088247,KHSRP,KH-type splicing regulatory protein,0.6478419,7.724904237,11.59781819,9.99E-05,0.002288073,1.445971822
56834,ENSG00000173264,GPR137,G protein-coupled receptor 137,1.322256816,5.825182682,11.59585193,1.00E-04,0.002288073,1.527574827
9776,ENSG00000175224,ATG13,autophagy related 13,0.470509387,7.061919504,11.40629918,0.000100201,0.002289086,1.432215306
11073,ENSG00000163781,TOPBP1,DNA topoisomerase II binding protein 1,-1.505073013,5.34499557,-11.59045632,0.00010022,0.002289086,1.568471465
54476,ENSG00000011275,RNF216,ring finger protein 216,0.551091174,6.090211136,11.56924219,0.000100323,0.002289086,1.497355007
51056,ENSG00000002549,LAP3,leucine aminopeptidase 3,0.554915442,4.806509272,11.40016434,0.000100367,0.002289086,1.579202066
5768,ENSG00000116260,QSOX1,quiescin sulfhydryl oxidase 1,1.377843447,7.743265978,11.58364814,0.000100498,0.002290235,1.441636653
151963,ENSG00000180611,MB21D2,Mab-21 domain containing 2,1.085599071,3.938104939,11.5787015,0.0001007,0.002293012,1.724868965
94005,ENSG00000087111,PIGS,phosphatidylinositol glycan anchor biosynthesis class S,0.831425038,5.52473201,11.57244817,0.000100957,0.002297018,1.533229061
64847,ENSG00000006282,SPATA20,spermatogenesis associated 20,0.685116652,6.436758551,11.57036511,0.000101043,0.002297128,1.473199276
3177,ENSG00000174669,SLC29A2,solute carrier family 29 member 2,0.711474273,5.970971343,11.55870767,0.000101524,0.002306175,1.493967531
4051,ENSG00000186529,CYP4F3,cytochrome P450 family 4 subfamily F member 3,-1.44468332,3.86851086,-11.55520086,0.00010167,0.002306175,1.738151597
1894,ENSG00000114346,ECT2,epithelial cell transforming 2,-1.004906455,6.418664236,-11.55484207,0.000101685,0.002306175,1.469339918
8498,ENSG00000031823,RANBP3,RAN binding protein 3,0.57581371,5.325528885,11.51307131,0.00010178,0.002306489,1.532360546
4128,ENSG00000189221,MAOA,monoamine oxidase A,2.378457084,2.03345302,11.5499559,0.000101887,0.002307093,2.087442015
374920,ENSG00000185453,ZSWIM9,zinc finger SWIM-type containing 9,0.802042483,3.442251125,11.54705962,0.000102008,0.002307982,1.783768292
26049,ENSG00000198780,FAM169A,family with sequence similarity 169 member A,-1.148260886,3.182498092,-11.54349873,0.000102156,0.0023095,1.838673451
26056,ENSG00000135631,RAB11FIP5,RAB11 family interacting protein 5,1.157916339,6.092441811,11.54105655,0.000102258,0.002309966,1.481683475
58486,ENSG00000236287,ZBED5,zinc finger BED-type containing 5,-1.082158143,4.984683879,-11.53802659,0.000102385,0.002310989,1.569863986
781,ENSG00000153956,CACNA2D1,calcium voltage-gated channel auxiliary subunit alpha2delta 1,-5.155192456,-2.106376471,-11.53442277,0.000102536,0.002312323,2.058299864
51635,ENSG00000100612,DHRS7,dehydrogenase/reductase 7,1.094207813,5.736118333,11.53131316,0.000102666,0.002312323,1.500142097
113510,ENSG00000163312,HELQ,"helicase, POLQ like",-0.741700927,2.482476307,-11.07086834,0.000102688,0.002312323,1.893248541
3725,ENSG00000177606,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit",0.826854163,6.526257207,11.52771692,0.000102817,0.002312609,1.449355241
6675,ENSG00000117143,UAP1,UDP-N-acetylglucosamine pyrophosphorylase 1,0.830105206,4.70483076,11.52559694,0.000102907,0.002312609,1.589500877
8562,ENSG00000139726,DENR,density regulated re-initiation and release factor,-0.835129722,6.56175604,-11.52337121,0.000103,0.002312609,1.445854487
2548,ENSG00000171298,GAA,alpha glucosidase,0.90905629,7.416530827,11.52190079,0.000103062,0.002312609,1.41634942
11228,ENSG00000123094,RASSF8,Ras association domain family member 8,-1.357811862,3.87116476,-11.52080907,0.000103108,0.002312609,1.718143297
1843,ENSG00000120129,DUSP1,dual specificity phosphatase 1,1.860424475,4.135856346,11.5144543,0.000103377,0.002316801,1.693128642
646643,ENSG00000187550,SBK2,SH3 domain binding kinase family member 2,0.732571603,7.585421882,11.50384311,0.000103827,0.002325056,1.403380125
55258,ENSG00000144115,THNSL2,threonine synthase like 2,0.386512121,5.729569603,10.89075548,0.000103961,0.002325202,1.396407921
23433,ENSG00000119729,RHOQ,ras homolog family member Q,-1.039440654,5.004269559,-11.49984408,0.000103997,0.002325202,1.548743337
3757,ENSG00000055118,KCNH2,potassium voltage-gated channel subfamily H member 2,0.884912673,3.224126812,11.49446387,0.000104227,0.002328503,1.79909352
7408,ENSG00000125753,VASP,vasodilator stimulated phosphoprotein,1.018040037,7.723230085,11.48712873,0.000104541,0.002332769,1.393788003
9493,ENSG00000137807,KIF23,kinesin family member 23,-1.181078058,5.208658424,-11.48616775,0.000104582,0.002332769,1.524655112
55343,ENSG00000181830,SLC35C1,solute carrier family 35 member C1,0.519024639,4.931819752,11.22909413,0.000104983,0.002339018,1.504300232
254359,ENSG00000174165,ZDHHC24,zinc finger DHHC-type containing 24,1.393489117,5.113523043,11.47582672,0.000105027,0.002339018,1.532932876
692086,ENSG00000212232,SNORD17,"small nucleolar RNA, C/D box 17",-1.132282555,1.321778688,-11.17795022,0.000105255,0.00233972,2.081177789
5833,ENSG00000185813,PCYT2,"phosphate cytidylyltransferase 2, ethanolamine",0.948482143,5.484148508,11.47010748,0.000105274,0.00233972,1.488624148
83549,ENSG00000130717,UCK1,uridine-cytidine kinase 1,0.514337355,4.710416568,11.16383999,0.000105359,0.00233972,1.51632971
55872,ENSG00000168078,PBK,PDZ binding kinase,-0.758058127,3.459109223,-11.41831957,0.000105388,0.00233972,1.73657442
3338,ENSG00000110011,DNAJC4,DnaJ heat shock protein family (Hsp40) member C4,1.200935782,5.814777262,11.45242962,0.000106042,0.002348347,1.457656078
92,ENSG00000121989,ACVR2A,activin A receptor type 2A,-0.577681545,2.667587307,-10.81338002,0.000106065,0.002348347,1.794928663
90135,ENSG00000184887,BTBD6,BTB domain containing 6,0.733882662,3.489781991,11.36791788,0.000106107,0.002348347,1.718048196
135293,ENSG00000146281,PM20D2,peptidase M20 domain containing 2,-0.764863046,5.228591095,-11.450929,0.000106108,0.002348347,1.499331106
25871,ENSG00000163608,NEPRO,nucleolus and neural progenitor protein,-0.671347384,6.064177273,-11.44875622,0.000106203,0.002348617,1.435013472
10419,ENSG00000100462,PRMT5,protein arginine methyltransferase 5,0.715733726,6.561242267,11.44228942,0.000106486,0.002350579,1.405545946
6768,ENSG00000149418,ST14,ST14 transmembrane serine protease matriptase,0.919396129,7.378282763,11.43981209,0.000106594,0.002350579,1.377525202
55901,ENSG00000136114,THSD1,thrombospondin type 1 domain containing 1,1.327445003,-1.201205421,10.80234849,0.000106597,0.002350579,2.110383202
116113,ENSG00000137166,FOXP4,forkhead box P4,0.826877192,6.49651922,11.43917377,0.000106622,0.002350579,1.40790112
9854,ENSG00000172375,C2CD2L,C2CD2 like,0.427127834,3.781420411,10.79647329,0.000106881,0.00235259,1.581887746
965,ENSG00000116815,CD58,CD58 molecule,-1.199244374,5.057796958,-11.43278827,0.000106903,0.00235259,1.514042925
150763,ENSG00000186281,GPAT2,"glycerol-3-phosphate acyltransferase 2, mitochondrial",0.348630538,4.057638985,10.79480422,0.000106962,0.00235259,1.536753248
5566,ENSG00000072062,PRKACA,protein kinase cAMP-activated catalytic subunit alpha,0.87507888,6.826531344,11.41821114,0.000107548,0.00236364,1.383745376
401207,ENSG00000164241,C5orf63,chromosome 5 open reading frame 63,-1.552921185,2.948981918,-11.4095413,0.000107933,0.002367049,1.833474809
22996,ENSG00000085831,TTC39A,tetratricopeptide repeat domain 39A,0.795737908,5.287645788,11.40904811,0.000107955,0.002367049,1.473786419
6560,ENSG00000124067,SLC12A4,solute carrier family 12 member 4,1.04072333,4.510217742,11.40778426,0.000108012,0.002367049,1.560858307
8514,ENSG00000069424,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2,1.341373485,4.573604102,11.40723181,0.000108036,0.002367049,1.560625614
10331,ENSG00000179913,B3GNT3,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3",0.552718138,6.854577797,11.40016452,0.000108352,0.002370468,1.371892383
26258,ENSG00000104164,BLOC1S6,biogenesis of lysosomal organelles complex 1 subunit 6,-0.644994507,4.973778202,-11.40000507,0.000108359,0.002370468,1.49750856
8867,ENSG00000159082,SYNJ1,synaptojanin 1,-2.048493325,3.733403354,-11.39127147,0.000108751,0.00237721,1.710783842
2054,ENSG00000111450,STX2,syntaxin 2,-1.182087068,3.290059998,-11.38642917,0.000108969,0.002380144,1.746194155
55748,ENSG00000133313,CNDP2,carnosine dipeptidase 2,0.619592394,6.709710527,11.3793924,0.000109287,0.00238525,1.367764409
84217,ENSG00000066185,ZMYND12,zinc finger MYND-type containing 12,0.900545514,1.339861817,10.75109981,0.000109531,0.002388745,1.996027756
79659,ENSG00000187240,DYNC2H1,dynein cytoplasmic 2 heavy chain 1,-1.468171704,3.965701589,-11.37038947,0.000109695,0.002390484,1.635351603
388886,ENSG00000178026,LRRC75B,leucine rich repeat containing 75B,1.983876219,3.821742171,11.36616742,0.000109887,0.002391776,1.678514394
9479,ENSG00000121653,MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1,1.05822961,4.829788424,11.36417424,0.000109978,0.002391776,1.501730102
6502,ENSG00000145604,SKP2,S-phase kinase associated protein 2,-0.939554699,5.367675913,-11.36171808,0.00011009,0.002391776,1.445995569
54014,ENSG00000185658,BRWD1,bromodomain and WD repeat domain containing 1,-1.42580727,6.292782147,-11.36168907,0.000110092,0.002391776,1.38681083
1642,ENSG00000167986,DDB1,damage specific DNA binding protein 1,0.457372763,8.187781902,11.1976539,0.000110434,0.002397379,1.29980041
22924,ENSG00000084764,MAPRE3,microtubule associated protein RP/EB family member 3,0.698737957,5.598863915,11.34143517,0.000111021,0.002404982,1.414471611
5034,ENSG00000185624,P4HB,prolyl 4-hydroxylase subunit beta,0.623790952,9.849613289,11.34117832,0.000111032,0.002404982,1.303021365
26060,ENSG00000157500,APPL1,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1",-0.891241796,4.798435781,-11.34105252,0.000111038,0.002404982,1.491234663
114112,ENSG00000197763,TXNRD3,thioredoxin reductase 3,1.132252174,3.689646052,11.33282964,0.000111418,0.002411371,1.648615677
79983,ENSG00000124429,POF1B,POF1B actin binding protein,-2.75609349,-3.839902105,-11.04738864,0.000111639,0.002412649,1.841908823
7559,ENSG00000164631,ZNF12,zinc finger protein 12,-1.191873277,4.96337495,-11.32736384,0.000111672,0.002412649,1.472635023
340075,ENSG00000183876,ARSI,arylsulfatase family member I,1.312463382,3.708623163,11.32605984,0.000111732,0.002412649,1.648403173
219333,ENSG00000152484,USP12,ubiquitin specific peptidase 12,-0.644363845,5.467281207,-11.32036487,0.000111997,0.002416532,1.4141351
399473,ENSG00000188766,SPRED3,sprouty related EVH1 domain containing 3,1.173262676,3.121230031,11.31469192,0.000112262,0.002418573,1.740864348
6102,ENSG00000102218,RP2,RP2 activator of ARL3 GTPase,-0.66061577,4.384017546,-11.31468659,0.000112262,0.002418573,1.525024259
1455,ENSG00000133275,CSNK1G2,casein kinase 1 gamma 2,0.749225844,6.371867072,11.30616371,0.000112661,0.002425329,1.348560539
79137,ENSG00000144567,RETREG2,reticulophagy regulator family member 2,0.571403192,6.536183228,11.30186255,0.000112863,0.002427837,1.33719675
283571,ENSG00000119608,PROX2,prospero homeobox 2,-1.256971996,2.599456638,-11.29704841,0.00011309,0.002429695,1.831548596
22845,ENSG00000175283,DOLK,dolichol kinase,1.059906409,4.106705348,11.29487661,0.000113192,0.002429695,1.562640887
537,ENSG00000071553,ATP6AP1,ATPase H+ transporting accessory protein 1,1.249715173,7.922686435,11.29458,0.000113206,0.002429695,1.297187445
1416,ENSG00000291087,CRYBB2P1,crystallin beta B2 pseudogene 1,2.43962903,5.751179386,11.28579727,0.000113621,0.002436768,1.408022209
374393,ENSG00000189057,FAM111B,FAM111 trypsin like peptidase B,-1.388127571,2.213659514,-11.28191122,0.000113806,0.00243888,1.896836442
2967,ENSG00000111358,GTF2H3,general transcription factor IIH subunit 3,-0.696092774,5.898870005,-11.27398542,0.000114183,0.002444616,1.360223155
10992,ENSG00000087365,SF3B2,splicing factor 3b subunit 2,0.5518155,8.348395938,11.27090799,0.00011433,0.002444616,1.27879072
5831,ENSG00000183010,PYCR1,pyrroline-5-carboxylate reductase 1,1.144840826,7.11008141,11.26924211,0.000114409,0.002444616,1.302955881
84752,ENSG00000237172,B3GNT9,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9",1.139102419,3.412758898,11.26906429,0.000114418,0.002444616,1.665550427
649,ENSG00000168487,BMP1,bone morphogenetic protein 1,0.955623337,5.794136886,11.25949054,0.000114877,0.002452371,1.362120261
729359,ENSG00000167676,PLIN4,perilipin 4,-3.007339603,2.888125692,-11.25624101,0.000115033,0.002452371,1.854745227
51351,ENSG00000152926,ZNF117,zinc finger protein 117,-3.405649823,1.951473913,-11.25609154,0.00011504,0.002452371,2.012652839
60509,ENSG00000084693,AGBL5,AGBL carboxypeptidase 5,0.481429923,6.439929253,11.11442163,0.00011518,0.00245352,1.298226539
79155,ENSG00000168884,TNIP2,TNFAIP3 interacting protein 2,0.885727648,4.86380225,11.25136726,0.000115267,0.002453538,1.43956246
79777,ENSG00000181513,ACBD4,acyl-CoA binding domain containing 4,0.77033763,4.639340553,11.24619457,0.000115517,0.002457013,1.46074708
3654,ENSG00000184216,IRAK1,interleukin 1 receptor associated kinase 1,0.759063816,8.82912456,11.24310479,0.000115667,0.002457457,1.260873213
84294,ENSG00000147679,UTP23,UTP23 small subunit processome component,-0.937994289,3.994127371,-11.24187777,0.000115726,0.002457457,1.551210442
27201,ENSG00000155269,GPR78,G protein-coupled receptor 78,-2.083328659,4.268932999,-11.24040094,0.000115798,0.002457457,1.552752279
22883,ENSG00000171603,CLSTN1,calsyntenin 1,0.37771094,7.77566608,10.79238725,0.000116221,0.002464467,1.203666358
128434,ENSG00000132821,VSTM2L,V-set and transmembrane domain containing 2 like,1.737148097,4.363743809,11.22789148,0.000116406,0.002464467,1.515690962
27316,ENSG00000147274,RBMX,RNA binding motif protein X-linked,-0.642597777,7.712845714,-11.2267727,0.000116461,0.002464467,1.265276732
54816,ENSG00000137871,ZNF280D,zinc finger protein 280D,-1.276139535,3.929865601,-11.22634188,0.000116482,0.002464467,1.563816724
22974,ENSG00000088325,TPX2,TPX2 microtubule nucleation factor,-0.5851678,6.954905579,-11.22470104,0.000116562,0.002464467,1.282426335
246330,ENSG00000174516,PELI3,pellino E3 ubiquitin protein ligase family member 3,1.096944096,3.821254041,11.22243272,0.000116673,0.002464939,1.57254252
2810,ENSG00000175793,SFN,stratifin,2.058326148,7.224042169,11.21910674,0.000116836,0.002464939,1.284287452
10795,ENSG00000090612,ZNF268,zinc finger protein 268,-1.763854719,3.981465488,-11.21865219,0.000116858,0.002464939,1.57180826
2631,ENSG00000146729,NIPSNAP2,nipsnap homolog 2,-0.808373226,8.448798374,-11.21715349,0.000116932,0.002464939,1.251447063
101927905,ENSG00000215241,LINC02449,long intergenic non-protein coding RNA 2449,-2.299686886,0.269062677,-11.20883882,0.00011734,0.002471721,2.08036281
80326,ENSG00000135925,WNT10A,Wnt family member 10A,1.441716602,3.987832409,11.20569616,0.000117495,0.00247315,1.549740717
124359,ENSG00000166446,CDYL2,chromodomain Y like 2,-5.201834249,-1.558805657,-11.19303381,0.000118122,0.002484501,1.986935157
140461,ENSG00000177981,ASB8,ankyrin repeat and SOCS box containing 8,-0.766896999,4.399291227,-11.18849214,0.000118348,0.002487408,1.463128824
80153,ENSG00000179151,EDC3,enhancer of mRNA decapping 3,0.534896379,5.204563711,11.07074837,0.000118592,0.002490704,1.352416613
9603,ENSG00000050344,NFE2L3,NFE2 like bZIP transcription factor 3,-0.892963337,5.590018912,-11.18045891,0.000118749,0.002492139,1.337934906
9145,ENSG00000100321,SYNGR1,synaptogyrin 1,1.427245268,5.005000472,11.1760727,0.000118968,0.00249464,1.398880284
11260,ENSG00000184575,XPOT,exportin for tRNA,-1.042713089,7.819320689,-11.17449951,0.000119047,0.00249464,1.238794468
55578,ENSG00000102710,SUPT20H,"SPT20 homolog, SAGA complex component",-0.856862754,5.642702347,-11.17281488,0.000119131,0.00249464,1.329758685
125206,ENSG00000154025,SLC5A10,solute carrier family 5 member 10,1.53067066,3.3843065,11.1664359,0.000119452,0.002499508,1.635720409
6291,ENSG00000148965,SAA4,"serum amyloid A4, constitutive",-2.394727394,-0.025181144,-11.15103337,0.00012023,0.00251394,2.056891487
100506142,ENSG00000250116,RHOQ-AS1,RHOQ antisense RNA 1,-2.990028906,-0.639914787,-11.14252235,0.000120663,0.002521129,2.038686678
1490,ENSG00000118523,CCN2,cellular communication network factor 2,3.442753702,3.41835637,11.13813047,0.000120887,0.002523952,1.734275933
2319,ENSG00000132589,FLOT2,flotillin 2,1.075552002,6.482600841,11.1343618,0.000121079,0.002524691,1.260743309
220042,ENSG00000165490,DDIAS,DNA damage induced apoptosis suppressor,-1.201898933,2.461917071,-11.1339586,0.0001211,0.002524691,1.776944527
675,ENSG00000139618,BRCA2,BRCA2 DNA repair associated,-1.87425718,3.651143788,-11.131375,0.000121232,0.002525594,1.589649479
121536,ENSG00000139154,AEBP2,AE binding protein 2,-0.803293131,5.266153956,-11.12273915,0.000121675,0.002532972,1.335428613
580,ENSG00000138376,BARD1,BRCA1 associated RING domain 1,-0.820597775,3.715703019,-11.11951184,0.000121842,0.002533946,1.53249729
375748,ENSG00000182150,ERCC6L2,ERCC excision repair 6 like 2,-1.010288116,4.650586575,-11.11836682,0.000121901,0.002533946,1.401443285
9124,ENSG00000107438,PDLIM1,PDZ and LIM domain 1,1.073100435,7.759334577,11.11341486,0.000122156,0.002537403,1.209418033
7739,ENSG00000147394,ZNF185,zinc finger protein 185 with LIM domain,0.899700073,6.561859571,11.10682172,0.000122498,0.002542635,1.241641019
29894,ENSG00000071894,CPSF1,cleavage and polyadenylation specific factor 1,0.387599222,6.651827038,10.67911826,0.000122643,0.002543292,1.171902485
5226,ENSG00000142657,PGD,phosphogluconate dehydrogenase,0.417211133,8.747439872,10.85954271,0.000122709,0.002543292,1.156751019
9456,ENSG00000152413,HOMER1,homer scaffold protein 1,-1.236318486,4.02987393,-11.09939523,0.000122884,0.002545065,1.484565107
256933,ENSG00000183979,NPB,neuropeptide B,1.893810053,1.376564495,11.09555999,0.000123084,0.002547346,1.949489538
80018,ENSG00000111300,NAA25,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",-1.196003161,5.564113192,-11.0840247,0.000123687,0.002556827,1.296039663
284749,ENSG00000235621,LINC00494,long intergenic non-protein coding RNA 494,-4.717201995,-2.848683784,-11.08244421,0.00012377,0.002556827,1.849835425
7150,ENSG00000198900,TOP1,DNA topoisomerase I,-0.651413801,6.777570856,-11.08165028,0.000123812,0.002556827,1.21806347
10391,ENSG00000103647,CORO2B,coronin 2B,1.39434442,1.576759426,11.07378953,0.000124226,0.002563509,1.899804821
1284,ENSG00000134871,COL4A2,collagen type IV alpha 2 chain,1.320074564,5.126917606,11.06656637,0.000124607,0.002569518,1.329223682
25917,ENSG00000134077,THUMPD3,THUMP domain containing 3,-0.370868435,5.978522008,-10.51535666,0.000124707,0.002569715,1.169999768
4345,ENSG00000091972,CD200,CD200 molecule,-2.797450218,2.016166298,-11.05983781,0.000124964,0.002571876,1.886378126
79848,ENSG00000104218,CSPP1,centrosome and spindle pole associated protein 1,-1.339178293,3.206698926,-11.05831303,0.000125045,0.002571876,1.608361412
51599,ENSG00000105699,LSR,lipolysis stimulated lipoprotein receptor,1.293469978,7.610989505,11.05646588,0.000125144,0.002571876,1.184845734
161742,ENSG00000166068,SPRED1,sprouty related EVH1 domain containing 1,-0.855776732,5.868793879,-11.05588251,0.000125175,0.002571876,1.25513104
6722,ENSG00000112658,SRF,serum response factor,1.129408202,5.524678446,11.05022595,0.000125476,0.002576207,1.281034767
54947,ENSG00000087253,LPCAT2,lysophosphatidylcholine acyltransferase 2,-0.45594597,6.253132597,-10.84539665,0.000125595,0.002576786,1.196433955
6489,ENSG00000111728,ST8SIA1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",-2.564515858,0.315725407,-11.04485353,0.000125763,0.002578375,2.011298718
55425,ENSG00000133114,GPALPP1,GPALPP motifs containing 1,-0.411396419,5.082733838,-10.53803813,0.000126013,0.002580526,1.235032394
84892,ENSG00000144647,POMGNT2,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)",0.940659933,4.751753737,11.0395061,0.00012605,0.002580526,1.34822176
5874,ENSG00000041353,RAB27B,"RAB27B, member RAS oncogene family",-1.075975507,4.833381769,-11.03381687,0.000126356,0.002582879,1.339356838
11140,ENSG00000105401,CDC37,"cell division cycle 37, HSP90 cochaperone",0.97914903,7.811563757,11.0326663,0.000126418,0.002582879,1.167640135
333929,ENSG00000185669,SNAI3,snail family transcriptional repressor 3,1.160053474,1.905722015,11.03121062,0.000126496,0.002582879,1.822727364
81706,ENSG00000198729,PPP1R14C,protein phosphatase 1 regulatory inhibitor subunit 14C,0.673736941,4.586290329,11.03060739,0.000126529,0.002582879,1.358900621
871,ENSG00000149257,SERPINH1,serpin family H member 1,0.762849101,7.904348183,11.02226227,0.00012698,0.002590222,1.160363142
