ENTREZID,ENSEMBL,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
7280,ENSG00000137267,TUBB2A,tubulin beta 2A class IIa,1.139638791,2.794546349,8.221078651,0.000495923,0.005274058,0.084646078
92255,ENSG00000164187,LMBRD2,LMBR1 domain containing 2,-1.013136379,4.957600671,-8.213227983,0.000498098,0.00529521,-0.291299872
6132,ENSG00000161016,RPL8,ribosomal protein L8,1.609569161,10.62671578,8.211091434,0.000498692,0.00529954,-0.475020791
1025,ENSG00000136807,CDK9,cyclin dependent kinase 9,0.630665144,5.987844452,8.20671724,0.000499911,0.005310504,-0.390043563
80320,ENSG00000189120,SP6,Sp6 transcription factor,0.471290309,5.550424212,8.205878996,0.000500145,0.005311003,-0.359589202
673,ENSG00000157764,BRAF,"B-Raf proto-oncogene, serine/threonine kinase",-0.953866787,5.486515568,-8.201460796,0.00050138,0.00532213,-0.352231292
90957,ENSG00000163214,DHX57,DExH-box helicase 57,-0.573476087,4.939135597,-8.197128005,0.000502595,0.005333033,-0.306833838
51274,ENSG00000109787,KLF3,KLF transcription factor 3,-0.823120216,6.885087395,-8.195309941,0.000503106,0.005335533,-0.442952798
10548,ENSG00000100926,TM9SF1,transmembrane 9 superfamily member 1,0.370302598,7.153666989,8.185294944,0.000503207,0.005335533,-0.456527409
387263,ENSG00000185127,C6orf120,chromosome 6 open reading frame 120,-0.287011788,5.034507439,-7.830556588,0.000504655,0.005348894,-0.400474557
399959,ENSG00000255248,MIR100HG,mir-100-let-7a-2-mir-125b-1 cluster host gene,-1.198410087,2.146043081,-8.185195472,0.00050596,0.005355703,0.20441711
51571,ENSG00000153310,CYRIB,CYFIP related Rac1 interactor B,-0.195310229,6.83912785,-7.826242567,0.000505978,0.005355703,-0.527745571
57711,ENSG00000186020,ZNF529,zinc finger protein 529,-1.629686104,3.656334696,-8.184982729,0.00050602,0.005355703,-0.090224769
4037,ENSG00000130881,LRP3,LDL receptor related protein 3,1.134155133,4.528593873,8.184868436,0.000506052,0.005355703,-0.254102933
27351,ENSG00000100418,DESI1,desumoylating isopeptidase 1,0.555181719,6.204064097,8.180681574,0.000507239,0.005366266,-0.4211899
51105,ENSG00000129292,PHF20L1,PHD finger protein 20 like 1,-1.076413458,5.718231444,-8.179702875,0.000507517,0.005367207,-0.384339144
6396,ENSG00000157020,SEC13,"SEC13 homolog, nuclear pore and COPII coat complex component",1.108341854,7.325917104,8.17616759,0.000508523,0.005375839,-0.468071085
55266,ENSG00000139291,TMEM19,transmembrane protein 19,-0.833336094,4.2740559,-8.173435468,0.000509302,0.005382042,-0.23193421
5639,ENSG00000126460,PRRG2,proline rich and Gla domain 2,1.029215185,4.348143191,8.1721993,0.000509654,0.005382042,-0.239608013
541578,ENSG00000197021,EOLA2,endothelium and lymphocyte associated ASCH domain 2,0.917742409,5.219454249,8.172115913,0.000509678,0.005382042,-0.347904044
200894,ENSG00000169379,ARL13B,ADP ribosylation factor like GTPase 13B,-0.995782043,3.462499449,-8.170200833,0.000510225,0.005385089,-0.089870476
7700,ENSG00000131127,ZNF141,zinc finger protein 141,-2.001844496,1.372489419,-8.169146318,0.000510527,0.005385089,0.382786577
8140,ENSG00000103257,SLC7A5,solute carrier family 7 member 5,0.475289678,9.37245558,8.169115747,0.000510536,0.005385089,-0.500435444
64077,ENSG00000107902,LHPP,phospholysine phosphohistidine inorganic pyrophosphate phosphatase,1.222406503,4.873168673,8.165954734,0.000511441,0.005392636,-0.308643775
55970,ENSG00000172380,GNG12,G protein subunit gamma 12,-0.711322538,6.990277506,-8.165239292,0.000511646,0.005392797,-0.467488476
79143,ENSG00000125505,MBOAT7,membrane bound O-acyltransferase domain containing 7,1.223079685,6.14371917,8.164198952,0.000511945,0.005393404,-0.422962318
10591,ENSG00000112667,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,2.394928231,5.192839781,8.163715102,0.000512084,0.005393404,-0.309073581
64105,ENSG00000123219,CENPK,centromere protein K,-1.533236885,3.190935272,-8.156722323,0.000514096,0.005412594,-0.022058438
50488,ENSG00000141503,MINK1,misshapen like kinase 1,0.578762918,7.257155403,8.152507905,0.000515314,0.005423403,-0.484836466
51616,ENSG00000187325,TAF9B,TATA-box binding protein associated factor 9b,-1.185016093,3.584591493,-8.151629411,0.000515568,0.005424068,-0.118632905
102466747,ENSG00000284012,MIR6840,microRNA 6840,-1.206642724,-0.791942206,-7.880930459,0.0005159,0.005425267,0.574069623
79171,ENSG00000126254,RBM42,RNA binding motif protein 42,1.466812278,6.746405472,8.149492517,0.000516187,0.005425267,-0.461160445
661,ENSG00000168495,POLR3D,RNA polymerase III subunit D,0.592266262,5.241816779,8.149257662,0.000516255,0.005425267,-0.369349135
100506606,ENSG00000257176,LOC100506606,uncharacterized LOC100506606,-3.281149774,-1.061276456,-8.147335798,0.000516813,0.005429117,0.616415205
5091,ENSG00000173599,PC,pyruvate carboxylase,0.54661151,5.609513399,8.145820648,0.000517253,0.005431731,-0.403513458
29841,ENSG00000134317,GRHL1,grainyhead like transcription factor 1,-0.750365834,5.899891867,-8.141595612,0.000518483,0.00544263,-0.426279598
100616668,NA,TPTE2P5,TPTE2 pseudogene 5,-0.543990601,1.453093165,-7.782974823,0.00051947,0.005450985,0.235053207
3382,ENSG00000003147,ICA1,islet cell autoantigen 1,0.501389342,5.05541784,8.132955903,0.000521008,0.005465098,-0.36264111
25874,ENSG00000143158,MPC2,mitochondrial pyruvate carrier 2,1.253808659,5.800454118,8.131978124,0.000521295,0.005465575,-0.420333199
147657,ENSG00000198464,ZNF480,zinc finger protein 480,-0.884325986,4.704118165,-8.131488011,0.000521438,0.005465575,-0.318070992
285203,ENSG00000163378,EOGT,EGF domain specific O-linked N-acetylglucosamine transferase,-1.09629619,3.076231368,-8.128847181,0.000522214,0.005471685,-0.035432543
11135,ENSG00000128283,CDC42EP1,CDC42 effector protein 1,0.543818556,6.498705256,8.127237062,0.000522688,0.005474626,-0.472999453
55818,ENSG00000115548,KDM3A,lysine demethylase 3A,-1.076326329,5.457356202,-8.126179711,0.000522999,0.005475867,-0.397738937
55179,ENSG00000158234,FAIM,Fas apoptotic inhibitory molecule,-0.674118841,3.880267625,-8.124212202,0.000523579,0.005479916,-0.204983788
80207,ENSG00000125741,OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3,0.429734383,5.390322837,8.122776494,0.000524002,0.005482328,-0.401586562
441150,ENSG00000221821,C6orf226,chromosome 6 open reading frame 226,2.306662744,1.822526198,8.12041783,0.000524699,0.005487595,0.281838079
100310846,ENSG00000157999,ANKRD61,ankyrin repeat domain 61,-2.033254263,0.344824057,-8.117702575,0.000525502,0.005493974,0.505070106
90861,ENSG00000206053,JPT2,Jupiter microtubule associated homolog 2,0.231777797,7.069876727,7.761035663,0.000526474,0.00549978,-0.582327722
10253,ENSG00000136158,SPRY2,sprouty RTK signaling antagonist 2,0.473835904,3.905119319,8.06212313,0.000526729,0.00549978,-0.230825167
79139,ENSG00000136986,DERL1,derlin 1,0.486084263,7.196447528,8.113350405,0.000526793,0.00549978,-0.509577893
9817,ENSG00000079999,KEAP1,kelch like ECH associated protein 1,0.594105265,6.559721307,8.112757813,0.000526969,0.00549978,-0.48536922
109,ENSG00000138031,ADCY3,adenylate cyclase 3,0.698082418,5.887968117,8.112506655,0.000527044,0.00549978,-0.445330404
